candidate_name,pollster,sample_size,end_date,numeric_grade,methodology,state,pct,pollscore,transparency_score,start_date,num_harris
Kamala Harris,PPP,571,2024-10-17,1.4,IVR/Text,Washington,55,0,4,2024-10-16,314
Kamala Harris,PPP,716,2024-10-17,1.4,IVR/Text,Oregon,53,0,4,2024-10-16,379
Kamala Harris,RMG Research,788,2024-10-17,2.3,Online Panel,Florida,47,-0.4,5,2024-10-14,370
Kamala Harris,YouGov,1435,2024-10-16,3,Online Panel,Arizona,48,-1.1,9,2024-10-11,689
Kamala Harris,RMG Research,787,2024-10-16,2.3,Online Panel,Wisconsin,49,-0.4,5,2024-10-10,386
Kamala Harris,RMG Research,789,2024-10-16,2.3,Online Panel,Michigan,49,-0.4,5,2024-10-10,387
Kamala Harris,Morning Consult,653,2024-10-15,1.9,Online Panel,Arizona,49,-0.3,3,2024-10-06,320
Kamala Harris,Morning Consult,1002,2024-10-15,1.9,Online Panel,Georgia,48,-0.3,3,2024-10-06,481
Kamala Harris,Morning Consult,490,2024-10-15,1.9,Online Panel,Maryland,64,-0.3,3,2024-10-06,314
Kamala Harris,Morning Consult,1065,2024-10-15,1.9,Online Panel,Michigan,49,-0.3,3,2024-10-06,522
Kamala Harris,Morning Consult,496,2024-10-15,1.9,Online Panel,Nevada,49,-0.3,3,2024-10-06,243
Kamala Harris,Morning Consult,1072,2024-10-15,1.9,Online Panel,North Carolina,48,-0.3,3,2024-10-06,515
Kamala Harris,Morning Consult,1243,2024-10-15,1.9,Online Panel,Ohio,45,-0.3,3,2024-10-06,559
Kamala Harris,Morning Consult,1395,2024-10-15,1.9,Online Panel,Pennsylvania,49,-0.3,3,2024-10-06,684
Kamala Harris,Morning Consult,2048,2024-10-15,1.9,Online Panel,Texas,46,-0.3,3,2024-10-06,942
Kamala Harris,Morning Consult,527,2024-10-15,1.9,Online Panel,Wisconsin,47,-0.3,3,2024-10-06,248
Kamala Harris,Patriot Polling,803,2024-10-14,1.1,IVR,Wisconsin,49,0.6,5,2024-10-12,393
Kamala Harris,Emerson,1000,2024-10-14,2.9,IVR/Online Panel,California,61,-1.1,7,2024-10-12,610
Kamala Harris,Redfield & Wilton Strategies,620,2024-10-14,1.8,Online Panel,North Carolina,46,0.4,9,2024-10-12,285
Kamala Harris,Redfield & Wilton Strategies,1141,2024-10-14,1.8,Online Panel,Arizona,46,0.4,9,2024-10-12,525
Kamala Harris,Redfield & Wilton Strategies,1009,2024-10-14,1.8,Online Panel,Florida,44,0.4,9,2024-10-12,444
Kamala Harris,Redfield & Wilton Strategies,637,2024-10-14,1.8,Online Panel,Georgia,47,0.4,9,2024-10-12,299
Kamala Harris,Redfield & Wilton Strategies,682,2024-10-14,1.8,Online Panel,Michigan,47,0.4,9,2024-10-12,321
Kamala Harris,Redfield & Wilton Strategies,544,2024-10-14,1.8,Online Panel,Minnesota,51,0.4,9,2024-10-12,277
Kamala Harris,Redfield & Wilton Strategies,838,2024-10-14,1.8,Online Panel,Nevada,47,0.4,9,2024-10-12,394
Kamala Harris,Redfield & Wilton Strategies,382,2024-10-14,1.8,Online Panel,New Mexico,49,0.4,9,2024-10-12,187
Kamala Harris,Redfield & Wilton Strategies,1649,2024-10-14,1.8,Online Panel,Pennsylvania,48,0.4,9,2024-10-12,792
Kamala Harris,Redfield & Wilton Strategies,641,2024-10-14,1.8,Online Panel,Wisconsin,48,0.4,9,2024-10-12,308
Kamala Harris,Cygnal,600,2024-10-14,2.1,Live Phone/Text-to-Web,North Carolina,46.6,-1.1,4,2024-10-12,280
Kamala Harris,Quinnipiac,1328,2024-10-14,2.8,Live Phone,Georgia,45,-0.5,9,2024-10-10,598
Kamala Harris,Quinnipiac,1328,2024-10-14,2.8,Live Phone,Georgia,46,-0.5,9,2024-10-10,611
Kamala Harris,Quinnipiac,1031,2024-10-14,2.8,Live Phone,North Carolina,49,-0.5,9,2024-10-10,505
Kamala Harris,Quinnipiac,1031,2024-10-14,2.8,Live Phone,North Carolina,50,-0.5,9,2024-10-10,516
Kamala Harris,SurveyUSA,703,2024-10-14,2.8,Online Panel,Washington,57,-1.3,8,2024-10-09,401
Kamala Harris,East Carolina University,701,2024-10-14,2.6,IVR/Text-to-Web,Georgia,45.8,-0.5,7,2024-10-09,321
Kamala Harris,Elway,401,2024-10-12,1.9,Live Phone/Text-to-Web,Washington,57,-0.2,6,2024-10-08,229
Kamala Harris,MRG (Marketing Resource Group),600,2024-10-11,1.8,Live Phone,Michigan,44.9,0.1,6,2024-10-07,269
Kamala Harris,Siena/NYT,857,2024-10-10,3,Live Phone,Pennsylvania,50,-1.5,9,2024-10-07,428
Kamala Harris,Siena/NYT,857,2024-10-10,3,Live Phone,Pennsylvania,49,-1.5,9,2024-10-07,420
Kamala Harris,Siena/NYT,857,2024-10-10,3,Live Phone,Pennsylvania,50,-1.5,9,2024-10-07,428
Kamala Harris,Siena/NYT,857,2024-10-10,3,Live Phone,Pennsylvania,49,-1.5,9,2024-10-07,420
Kamala Harris,Siena/NYT,808,2024-10-10,3,Live Phone,Arizona,46,-1.5,9,2024-10-07,372
Kamala Harris,Siena/NYT,808,2024-10-10,3,Live Phone,Arizona,45,-1.5,9,2024-10-07,364
Kamala Harris,Siena/NYT,808,2024-10-10,3,Live Phone,Arizona,45,-1.5,9,2024-10-07,364
Kamala Harris,Siena/NYT,808,2024-10-10,3,Live Phone,Arizona,44,-1.5,9,2024-10-07,356
Kamala Harris,RMG Research,731,2024-10-10,2.3,Online Panel,Georgia,47,-0.4,5,2024-10-07,344
Kamala Harris,UMass Amherst/YouGov,700,2024-10-10,2.4,Online Panel,Massachusetts,56,-0.4,7.5,2024-10-03,392
Kamala Harris,University of Massachusetts Lowell/YouGov,600,2024-10-10,2.9,Online Panel,New Hampshire,50,-1,9,2024-10-02,300
Kamala Harris,YouGov,1091,2024-10-10,3,Online Panel,Texas,46,-1.1,9,2024-10-02,502
Kamala Harris,U. Houston,1329,2024-10-10,2.2,Online Panel,Texas,46,-0.3,4,2024-09-26,611
Kamala Harris,InsiderAdvantage,800,2024-10-09,2,Text,Michigan,46,-0.3,5,2024-10-08,368
Kamala Harris,InsiderAdvantage,800,2024-10-09,2,Text,Wisconsin,48,-0.3,5,2024-10-08,384
Kamala Harris,Redfield & Wilton Strategies,608,2024-10-09,1.8,Online Panel,Georgia,47,0.4,9,2024-10-08,286
Kamala Harris,Redfield & Wilton Strategies,707,2024-10-09,1.8,Online Panel,Pennsylvania,46,0.4,9,2024-10-08,325
Kamala Harris,Alaska Survey Research,1254,2024-10-09,1.9,Text-to-Web,Alaska,43,-0.1,7,2024-10-08,539
Kamala Harris,Alaska Survey Research,1254,2024-10-09,1.9,Text-to-Web,Alaska,46,-0.1,7,2024-10-08,577
Kamala Harris,TIPP,1079,2024-10-09,1.8,Online Panel,Pennsylvania,49.2,-0.4,3,2024-10-07,531
Kamala Harris,TIPP,803,2024-10-09,1.8,Online Panel,Pennsylvania,47.5,-0.4,3,2024-10-07,381
Kamala Harris,TIPP,1079,2024-10-09,1.8,Online Panel,Pennsylvania,48.5,-0.4,3,2024-10-07,523
Kamala Harris,TIPP,803,2024-10-09,1.8,Online Panel,Pennsylvania,48.3,-0.4,3,2024-10-07,388
Kamala Harris,University of Massachusetts Lowell/YouGov,800,2024-10-09,2.9,Online Panel,Pennsylvania,46,-1,9,2024-10-02,368
Kamala Harris,InsiderAdvantage,800,2024-10-08,2,Text,Pennsylvania,47,-0.3,5,2024-10-07,376
Kamala Harris,Emerson,1000,2024-10-08,2.9,IVR/Online Panel/Text-to-Web,Arizona,48.2,-1.1,7,2024-10-05,482
Kamala Harris,Emerson,1000,2024-10-08,2.9,IVR/Online Panel/Text-to-Web,Georgia,49.8,-1.1,7,2024-10-05,498
Kamala Harris,Emerson,950,2024-10-08,2.9,IVR/Online Panel/Text-to-Web,Michigan,49.7,-1.1,7,2024-10-05,472
Kamala Harris,Emerson,900,2024-10-08,2.9,IVR/Online Panel/Text-to-Web,Nevada,49.2,-1.1,7,2024-10-05,443
Kamala Harris,Emerson,1000,2024-10-08,2.9,IVR/Online Panel/Text-to-Web,North Carolina,49,-1.1,7,2024-10-05,490
Kamala Harris,Emerson,1000,2024-10-08,2.9,IVR/Online Panel/Text-to-Web,Pennsylvania,49,-1.1,7,2024-10-05,490
Kamala Harris,Emerson,1000,2024-10-08,2.9,IVR/Online Panel/Text-to-Web,Wisconsin,49.2,-1.1,7,2024-10-05,492
Kamala Harris,Siena/NYT,656,2024-10-08,3,Live Phone,Montana,39,-1.5,9,2024-10-05,256
Kamala Harris,Siena/NYT,656,2024-10-08,3,Live Phone,Montana,38,-1.5,9,2024-10-05,249
Kamala Harris,Siena/NYT,656,2024-10-08,3,Live Phone,Montana,40,-1.5,9,2024-10-05,262
Kamala Harris,Siena/NYT,656,2024-10-08,3,Live Phone,Montana,39,-1.5,9,2024-10-05,256
Kamala Harris,J.L. Partners,800,2024-10-08,1.6,Live Phone/Online Panel/Text-to-Web,Pennsylvania,47,0.2,6,2024-10-05,376
Kamala Harris,Tarrance,818,2024-10-08,1.6,Live Phone/Text-to-Web,Florida,44,-0.4,1,2024-10-05,360
Kamala Harris,Change Research,895,2024-10-08,1.4,Text-to-Web/Online Ad,Nebraska,38,0.6,5,2024-10-03,340
Kamala Harris,Fabrizio/Impact,600,2024-10-08,1.7,Live Phone/Text-to-Web,Michigan,46,-0.3,2,2024-10-02,276
Kamala Harris,Fabrizio/Impact,600,2024-10-08,1.7,Live Phone/Text-to-Web,Michigan,48,-0.3,2,2024-10-02,288
Kamala Harris,Research Co.,450,2024-10-07,2.4,Online Panel,Michigan,51,-0.5,6,2024-10-05,230
Kamala Harris,Research Co.,450,2024-10-07,2.4,Online Panel,Pennsylvania,50,-0.5,6,2024-10-05,225
Kamala Harris,Research Co.,450,2024-10-07,2.4,Online Panel,Wisconsin,50,-0.5,6,2024-10-05,225
Kamala Harris,Quinnipiac,1007,2024-10-07,2.8,Live Phone,Michigan,47,-0.5,9,2024-10-03,473
Kamala Harris,Quinnipiac,1007,2024-10-07,2.8,Live Phone,Michigan,47,-0.5,9,2024-10-03,473
Kamala Harris,Quinnipiac,1412,2024-10-07,2.8,Live Phone,Pennsylvania,49,-0.5,9,2024-10-03,692
Kamala Harris,Quinnipiac,1412,2024-10-07,2.8,Live Phone,Pennsylvania,49,-0.5,9,2024-10-03,692
Kamala Harris,Quinnipiac,1073,2024-10-07,2.8,Live Phone,Wisconsin,46,-0.5,9,2024-10-03,494
Kamala Harris,Quinnipiac,1073,2024-10-07,2.8,Live Phone,Wisconsin,47,-0.5,9,2024-10-03,504
Kamala Harris,Marist,1257,2024-10-07,2.9,Live Phone/Online Panel/Text-to-Web,Florida,47,-0.9,9,2024-10-03,591
Kamala Harris,Marist,1410,2024-10-07,2.9,Live Phone/Online Panel/Text-to-Web,Florida,47,-0.9,9,2024-10-03,663
Kamala Harris,Marist,1365,2024-10-07,2.9,Live Phone/Online Panel/Text-to-Web,Texas,46,-0.9,9,2024-10-03,628
Kamala Harris,Marist,1186,2024-10-07,2.9,Live Phone/Online Panel/Text-to-Web,Texas,46,-0.9,9,2024-10-03,546
Kamala Harris,Marist,1511,2024-10-07,2.9,Live Phone/Online Panel/Text-to-Web,Ohio,46,-0.9,9,2024-10-03,695
Kamala Harris,Marist,1327,2024-10-07,2.9,Live Phone/Online Panel/Text-to-Web,Ohio,46,-0.9,9,2024-10-03,610
Kamala Harris,The Washington Post,1002,2024-10-07,3,Live Phone/Text-to-Web,Ohio,45,-1.2,9,2024-10-03,451
Kamala Harris,The Washington Post,1002,2024-10-07,3,Live Phone/Text-to-Web,Ohio,44,-1.2,9,2024-10-03,441
Kamala Harris,Noble Predictive Insights,539,2024-10-07,2.4,Online Panel/Text-to-Web,Utah,38,-0.4,6,2024-10-02,205
Kamala Harris,Noble Predictive Insights,539,2024-10-07,2.4,Online Panel/Text-to-Web,Utah,36,-0.4,6,2024-10-02,194
Kamala Harris,Noble Predictive Insights,600,2024-10-07,2.4,Online Panel/Text-to-Web,Utah,39,-0.4,6,2024-10-02,234
Kamala Harris,Noble Predictive Insights,600,2024-10-07,2.4,Online Panel/Text-to-Web,Utah,37,-0.4,6,2024-10-02,222
Kamala Harris,Siena/NYT,622,2024-10-06,3,Live Phone,Florida,41,-1.5,9,2024-09-29,255
Kamala Harris,Siena/NYT,622,2024-10-06,3,Live Phone,Florida,40,-1.5,9,2024-09-29,249
Kamala Harris,Siena/NYT,622,2024-10-06,3,Live Phone,Florida,41,-1.5,9,2024-09-29,255
Kamala Harris,Siena/NYT,622,2024-10-06,3,Live Phone,Florida,40,-1.5,9,2024-09-29,249
Kamala Harris,Suffolk,500,2024-10-05,2.9,Live Phone,Massachusetts,61.2,-1,8,2024-10-01,306
Kamala Harris,Glengariff Group Inc.,600,2024-10-04,1.5,Live Phone,Michigan,46.8,-0.2,1,2024-10-01,281
Kamala Harris,Mason-Dixon,625,2024-10-04,2.6,Live Phone,Florida,43,-1.1,6,2024-10-01,269
Kamala Harris,Siena/NYT,617,2024-10-04,3,Live Phone,Texas,44,-1.5,9,2024-09-29,271
Kamala Harris,Siena/NYT,617,2024-10-04,3,Live Phone,Texas,42,-1.5,9,2024-09-29,259
Kamala Harris,Siena/NYT,617,2024-10-04,3,Live Phone,Texas,44,-1.5,9,2024-09-29,271
Kamala Harris,Siena/NYT,617,2024-10-04,3,Live Phone,Texas,41,-1.5,9,2024-09-29,253
Kamala Harris,Christopher Newport U.,800,2024-10-04,2.8,Live Phone,Virginia,52,-0.6,9,2024-09-28,416
Kamala Harris,RMG Research,782,2024-10-03,2.3,Online Panel,Nevada,49,-0.4,5,2024-09-30,383
Kamala Harris,St. Anselm,2104,2024-10-02,2.4,Online Panel,New Hampshire,51,-0.5,6,2024-10-01,1073
Kamala Harris,RMG Research,783,2024-10-02,2.3,Online Panel,Arizona,46,-0.4,5,2024-09-30,360
Kamala Harris,Redfield & Wilton Strategies,555,2024-10-02,1.8,Online Panel,Arizona,47,0.4,9,2024-09-27,261
Kamala Harris,Redfield & Wilton Strategies,2946,2024-10-02,1.8,Online Panel,Florida,45,0.4,9,2024-09-27,1326
Kamala Harris,Redfield & Wilton Strategies,3783,2024-10-02,1.8,Online Panel,Georgia,47,0.4,9,2024-09-27,1778
Kamala Harris,Redfield & Wilton Strategies,839,2024-10-02,1.8,Online Panel,Michigan,48,0.4,9,2024-09-27,403
Kamala Harris,Redfield & Wilton Strategies,551,2024-10-02,1.8,Online Panel,Minnesota,51,0.4,9,2024-09-27,281
Kamala Harris,Redfield & Wilton Strategies,514,2024-10-02,1.8,Online Panel,Nevada,48,0.4,9,2024-09-27,247
Kamala Harris,Redfield & Wilton Strategies,753,2024-10-02,1.8,Online Panel,North Carolina,45,0.4,9,2024-09-27,339
Kamala Harris,Redfield & Wilton Strategies,5686,2024-10-02,1.8,Online Panel,Pennsylvania,48,0.4,9,2024-09-27,2729
Kamala Harris,Redfield & Wilton Strategies,533,2024-10-02,1.8,Online Panel,Wisconsin,47,0.4,9,2024-09-27,251
Kamala Harris,YouGov/Center for Working Class Politics,1000,2024-10-02,3,Online Panel,Pennsylvania,46.8,-1.1,4.5,2024-09-24,468
Kamala Harris,OnMessage Inc.,500,2024-10-02,1.1,Live Phone,Arizona,45,0.2,1,2024-09-24,225
Kamala Harris,OnMessage Inc.,500,2024-10-02,1.1,Live Phone,Georgia,44,0.2,1,2024-09-24,220
Kamala Harris,OnMessage Inc.,500,2024-10-02,1.1,Live Phone,Michigan,48,0.2,1,2024-09-24,240
Kamala Harris,OnMessage Inc.,500,2024-10-02,1.1,Live Phone,Nevada,45,0.2,1,2024-09-24,225
Kamala Harris,OnMessage Inc.,500,2024-10-02,1.1,Live Phone,Pennsylvania,46,0.2,1,2024-09-24,230
Kamala Harris,OnMessage Inc.,500,2024-10-02,1.1,Live Phone,Wisconsin,46,0.2,1,2024-09-24,230
Kamala Harris,UC Berkeley,3045,2024-10-01,2.5,Email,California,57,-0.2,9,2024-09-25,1736
Kamala Harris,Fabrizio/Impact,600,2024-10-01,1.7,Live Phone,Arizona,47,-0.3,2,2024-09-24,282
Kamala Harris,Fabrizio/Impact,600,2024-10-01,1.7,Live Phone,Arizona,48,-0.3,2,2024-09-24,288
Kamala Harris,Mitchell,709,2024-09-30,2.4,Text-to-Web,Michigan,48,-0.2,7,2024-09-30,340
Kamala Harris,Mitchell,709,2024-09-30,2.4,Text-to-Web,Michigan,47,-0.2,7,2024-09-30,333
Kamala Harris,InsiderAdvantage,800,2024-09-30,2,Text,Arizona,47.7,-0.3,5,2024-09-29,382
Kamala Harris,InsiderAdvantage,800,2024-09-30,2,Text,Nevada,48.4,-0.3,5,2024-09-29,387
Kamala Harris,InsiderAdvantage,800,2024-09-30,2,Text,North Carolina,49.3,-0.3,5,2024-09-29,394
Kamala Harris,InsiderAdvantage,800,2024-09-30,2,Text,Georgia,48.3,-0.3,5,2024-09-29,386
Kamala Harris,WPAi,500,2024-09-30,1.7,Live Phone,North Dakota,32,-0.1,3,2024-09-28,160
Kamala Harris,Patriot Polling,816,2024-09-29,1.1,IVR,Pennsylvania,49,0.6,5,2024-09-27,400
Kamala Harris,Alaska Survey Research,1182,2024-09-29,1.9,Probability Panel,Alaska,43,-0.1,7,2024-09-27,508
Kamala Harris,HighGround,500,2024-09-29,1.8,Live Phone,Arizona,47.6,-0.3,4.5,2024-09-26,238
Kamala Harris,The Washington Post,1001,2024-09-29,3,Live Phone/Text-to-Web,North Carolina,48,-1.2,9,2024-09-25,480
Kamala Harris,The Washington Post,1001,2024-09-29,3,Live Phone/Text-to-Web,North Carolina,47,-1.2,9,2024-09-25,470
Kamala Harris,Quinnipiac,953,2024-09-29,2.8,Live Phone,North Carolina,47,-0.5,9,2024-09-25,448
Kamala Harris,Quinnipiac,953,2024-09-29,2.8,Live Phone,North Carolina,48,-0.5,9,2024-09-25,457
Kamala Harris,Quinnipiac,942,2024-09-29,2.8,Live Phone,Georgia,44,-0.5,9,2024-09-25,414
Kamala Harris,Quinnipiac,942,2024-09-29,2.8,Live Phone,Georgia,45,-0.5,9,2024-09-25,424
Kamala Harris,National Research,600,2024-09-29,2,Live Phone/Text-to-Web,Arizona,47,-0.5,1,2024-09-25,282
Kamala Harris,Winthrop U.,1068,2024-09-29,2.5,Live Phone/Online Panel,South Carolina,42,-0.3,8.5,2024-09-21,449
Kamala Harris,High Point University,814,2024-09-29,2.5,Online Panel,North Carolina,48,-0.4,8,2024-09-20,391
Kamala Harris,High Point University,589,2024-09-29,2.5,Online Panel,North Carolina,48,-0.4,8,2024-09-20,283
Kamala Harris,Emerson,920,2024-09-28,2.9,Online Panel/Text-to-Web,Arizona,47.6,-1.1,7,2024-09-27,438
Kamala Harris,Emerson,850,2024-09-28,2.9,Online Panel/Text-to-Web,North Carolina,49.1,-1.1,7,2024-09-27,417
Kamala Harris,Emerson,1000,2024-09-28,2.9,Online Panel/Text-to-Web,Pennsylvania,49.3,-1.1,7,2024-09-27,493
Kamala Harris,PPP,612,2024-09-28,1.4,IVR/Text,Utah,39,0,4,2024-09-27,239
Kamala Harris,RMG Research,779,2024-09-27,2.3,Online Panel,Texas,46,-0.4,5,2024-09-25,358
Kamala Harris,RMG Research,774,2024-09-27,2.3,Online Panel,Florida,48,-0.4,5,2024-09-25,372
Kamala Harris,RMG Research,780,2024-09-27,2.3,Online Panel,North Carolina,47,-0.4,5,2024-09-25,367
Kamala Harris,RMG Research,789,2024-09-27,2.3,Online Panel,Michigan,50,-0.4,5,2024-09-24,394
Kamala Harris,PPP,808,2024-09-26,1.4,IVR/Text,Florida,45,0,4,2024-09-25,364
Kamala Harris,PPP,808,2024-09-26,1.4,IVR/Text,Florida,46,0,4,2024-09-25,372
Kamala Harris,PPP,759,2024-09-26,1.4,IVR/Text,Texas,44,0,4,2024-09-25,334
Kamala Harris,PPP,759,2024-09-26,1.4,IVR/Text,Texas,46,0,4,2024-09-25,349
Kamala Harris,Siena/NYT,680,2024-09-26,3,Live Phone,Nebraska,51,-1.5,9,2024-09-24,347
Kamala Harris,Siena/NYT,680,2024-09-26,3,Live Phone,Nebraska,49,-1.5,9,2024-09-24,333
Kamala Harris,Siena/NYT,680,2024-09-26,3,Live Phone,Nebraska,52,-1.5,9,2024-09-24,354
Kamala Harris,Siena/NYT,680,2024-09-26,3,Live Phone,Nebraska,51,-1.5,9,2024-09-24,347
Kamala Harris,SurveyUSA,646,2024-09-26,2.8,Online Panel,Minnesota,50,-1.3,8,2024-09-23,323
Kamala Harris,East Carolina University,1005,2024-09-26,2.6,IVR/Text-to-Web,North Carolina,47.1,-0.5,7,2024-09-23,473
Kamala Harris,Siena/NYT,688,2024-09-26,3,Live Phone,Michigan,45,-1.5,9,2024-09-21,310
Kamala Harris,Siena/NYT,688,2024-09-26,3,Live Phone,Michigan,43,-1.5,9,2024-09-21,296
Kamala Harris,Siena/NYT,688,2024-09-26,3,Live Phone,Michigan,48,-1.5,9,2024-09-21,330
Kamala Harris,Siena/NYT,688,2024-09-26,3,Live Phone,Michigan,46,-1.5,9,2024-09-21,316
Kamala Harris,Siena/NYT,687,2024-09-26,3,Live Phone,Ohio,45,-1.5,9,2024-09-21,309
Kamala Harris,Siena/NYT,687,2024-09-26,3,Live Phone,Ohio,44,-1.5,9,2024-09-21,302
Kamala Harris,Siena/NYT,687,2024-09-26,3,Live Phone,Ohio,44,-1.5,9,2024-09-21,302
Kamala Harris,Siena/NYT,687,2024-09-26,3,Live Phone,Ohio,43,-1.5,9,2024-09-21,295
Kamala Harris,Siena/NYT,680,2024-09-26,3,Live Phone,Wisconsin,49,-1.5,9,2024-09-21,333
Kamala Harris,Siena/NYT,680,2024-09-26,3,Live Phone,Wisconsin,48,-1.5,9,2024-09-21,326
Kamala Harris,Siena/NYT,680,2024-09-26,3,Live Phone,Wisconsin,49,-1.5,9,2024-09-21,333
Kamala Harris,Siena/NYT,680,2024-09-26,3,Live Phone,Wisconsin,48,-1.5,9,2024-09-21,326
Kamala Harris,Marquette Law School,882,2024-09-26,3,Probability Panel,Wisconsin,52,-1.1,10,2024-09-18,459
Kamala Harris,Marquette Law School,798,2024-09-26,3,Probability Panel,Wisconsin,52,-1.1,10,2024-09-18,415
Kamala Harris,Marquette Law School,882,2024-09-26,3,Probability Panel,Wisconsin,48,-1.1,10,2024-09-18,423
Kamala Harris,Marquette Law School,798,2024-09-26,3,Probability Panel,Wisconsin,49,-1.1,10,2024-09-18,391
Kamala Harris,TIPP,1044,2024-09-25,1.8,Online Panel,Nevada,48,-0.4,3,2024-09-23,501
Kamala Harris,TIPP,736,2024-09-25,1.8,Online Panel,Nevada,49.2,-0.4,3,2024-09-23,362
Kamala Harris,TIPP,1044,2024-09-25,1.8,Online Panel,Nevada,47.6,-0.4,3,2024-09-23,497
Kamala Harris,TIPP,736,2024-09-25,1.8,Online Panel,Nevada,49.7,-0.4,3,2024-09-23,366
