candidate_name,pollster,sample_size,end_date,numeric_grade,methodology,state,pct,pollscore,transparency_score,start_date,num_harris
Kamala Harris,Emerson,1000,2024-09-25,2.9,Online Panel/Text-to-Web,New York,55.5,-1.1,7,2024-09-23,555
Kamala Harris,Victory Insights,600,2024-09-25,1.3,IVR/Text-to-Web,Florida,44.9,0.1,1,2024-09-22,269
Kamala Harris,CNN/SSRS,931,2024-09-25,2.8,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,North Carolina,48,-0.6,10,2024-09-20,447
Kamala Harris,CNN/SSRS,749,2024-09-25,2.8,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,Nebraska,53,-0.6,10,2024-09-20,397
Kamala Harris,AtlasIntel,946,2024-09-25,2.7,Online Ad,Arizona,48.6,-0.8,6,2024-09-20,460
Kamala Harris,AtlasIntel,946,2024-09-25,2.7,Online Ad,Arizona,48.6,-0.8,6,2024-09-20,460
Kamala Harris,AtlasIntel,918,2024-09-25,2.7,Online Ad,Michigan,46.6,-0.8,6,2024-09-20,428
Kamala Harris,AtlasIntel,918,2024-09-25,2.7,Online Ad,Michigan,47.2,-0.8,6,2024-09-20,433
Kamala Harris,AtlasIntel,858,2024-09-25,2.7,Online Ad,Nevada,50.6,-0.8,6,2024-09-20,434
Kamala Harris,AtlasIntel,858,2024-09-25,2.7,Online Ad,Nevada,50.5,-0.8,6,2024-09-20,433
Kamala Harris,AtlasIntel,1775,2024-09-25,2.7,Online Ad,Pennsylvania,48,-0.8,6,2024-09-20,852
Kamala Harris,AtlasIntel,1775,2024-09-25,2.7,Online Ad,Pennsylvania,48.1,-0.8,6,2024-09-20,854
Kamala Harris,AtlasIntel,1077,2024-09-25,2.7,Online Ad,Wisconsin,48.2,-0.8,6,2024-09-20,519
Kamala Harris,AtlasIntel,1077,2024-09-25,2.7,Online Ad,Wisconsin,48.2,-0.8,6,2024-09-20,519
Kamala Harris,AtlasIntel,1173,2024-09-25,2.7,Online Ad,North Carolina,50.8,-0.8,6,2024-09-20,596
Kamala Harris,AtlasIntel,1173,2024-09-25,2.7,Online Ad,North Carolina,50.5,-0.8,6,2024-09-20,592
Kamala Harris,AtlasIntel,1200,2024-09-25,2.7,Online Ad,Georgia,49,-0.8,6,2024-09-20,588
Kamala Harris,AtlasIntel,1200,2024-09-25,2.7,Online Ad,Georgia,49,-0.8,6,2024-09-20,588
Kamala Harris,Morning Consult,977,2024-09-25,1.9,Online Panel,Arizona,49,-0.3,3,2024-09-19,479
Kamala Harris,Morning Consult,977,2024-09-25,1.9,Online Panel,Arizona,50,-0.3,3,2024-09-19,488
Kamala Harris,Morning Consult,926,2024-09-25,1.9,Online Panel,Arizona,49,-0.3,3,2024-09-19,454
Kamala Harris,Morning Consult,926,2024-09-25,1.9,Online Panel,Arizona,50,-0.3,3,2024-09-19,463
Kamala Harris,Morning Consult,989,2024-09-25,1.9,Online Panel,Georgia,48,-0.3,3,2024-09-19,475
Kamala Harris,Morning Consult,989,2024-09-25,1.9,Online Panel,Georgia,48,-0.3,3,2024-09-19,475
Kamala Harris,Morning Consult,913,2024-09-25,1.9,Online Panel,Georgia,48,-0.3,3,2024-09-19,438
Kamala Harris,Morning Consult,913,2024-09-25,1.9,Online Panel,Georgia,49,-0.3,3,2024-09-19,447
Kamala Harris,Morning Consult,894,2024-09-25,1.9,Online Panel,Michigan,49,-0.3,3,2024-09-19,438
Kamala Harris,Morning Consult,894,2024-09-25,1.9,Online Panel,Michigan,49,-0.3,3,2024-09-19,438
Kamala Harris,Morning Consult,800,2024-09-25,1.9,Online Panel,Michigan,50,-0.3,3,2024-09-19,400
Kamala Harris,Morning Consult,800,2024-09-25,1.9,Online Panel,Michigan,50,-0.3,3,2024-09-19,400
Kamala Harris,Morning Consult,574,2024-09-25,1.9,Online Panel,Nevada,46,-0.3,3,2024-09-19,264
Kamala Harris,Morning Consult,574,2024-09-25,1.9,Online Panel,Nevada,49,-0.3,3,2024-09-19,281
Kamala Harris,Morning Consult,516,2024-09-25,1.9,Online Panel,Nevada,50,-0.3,3,2024-09-19,258
Kamala Harris,Morning Consult,516,2024-09-25,1.9,Online Panel,Nevada,52,-0.3,3,2024-09-19,268
Kamala Harris,Morning Consult,889,2024-09-25,1.9,Online Panel,North Carolina,48,-0.3,3,2024-09-19,427
Kamala Harris,Morning Consult,889,2024-09-25,1.9,Online Panel,North Carolina,50,-0.3,3,2024-09-19,444
Kamala Harris,Morning Consult,828,2024-09-25,1.9,Online Panel,North Carolina,49,-0.3,3,2024-09-19,406
Kamala Harris,Morning Consult,828,2024-09-25,1.9,Online Panel,North Carolina,50,-0.3,3,2024-09-19,414
Kamala Harris,Morning Consult,993,2024-09-25,1.9,Online Panel,Pennsylvania,50,-0.3,3,2024-09-19,496
Kamala Harris,Morning Consult,993,2024-09-25,1.9,Online Panel,Pennsylvania,49,-0.3,3,2024-09-19,487
Kamala Harris,Morning Consult,924,2024-09-25,1.9,Online Panel,Pennsylvania,51,-0.3,3,2024-09-19,471
Kamala Harris,Morning Consult,924,2024-09-25,1.9,Online Panel,Pennsylvania,51,-0.3,3,2024-09-19,471
Kamala Harris,Morning Consult,849,2024-09-25,1.9,Online Panel,Wisconsin,49,-0.3,3,2024-09-19,416
Kamala Harris,Morning Consult,849,2024-09-25,1.9,Online Panel,Wisconsin,50,-0.3,3,2024-09-19,424
Kamala Harris,Morning Consult,785,2024-09-25,1.9,Online Panel,Wisconsin,50,-0.3,3,2024-09-19,392
Kamala Harris,Morning Consult,785,2024-09-25,1.9,Online Panel,Wisconsin,51,-0.3,3,2024-09-19,400
Kamala Harris,Virginia Commonwealth U.,832,2024-09-25,2.1,Live Phone/Text-to-Web,Virginia,43,-0.1,9,2024-09-16,358
Kamala Harris,Virginia Commonwealth U.,762,2024-09-25,2.1,Live Phone/Text-to-Web,Virginia,47.4,-0.1,9,2024-09-16,361
Kamala Harris,Emerson,950,2024-09-24,2.9,Online Panel/Text-to-Web,Texas,46.7,-1.1,7,2024-09-22,444
Kamala Harris,Emerson,860,2024-09-24,2.9,Online Panel/Text-to-Web,Virginia,52.7,-1.1,7,2024-09-22,453
Kamala Harris,YouGov,1441,2024-09-24,3,Online Panel,Georgia,49,-1.1,9,2024-09-20,706
Kamala Harris,Beacon/Shaw,1021,2024-09-24,2.8,Live Phone/Text-to-Web,Arizona,47,-1.1,9,2024-09-20,480
Kamala Harris,Beacon/Shaw,764,2024-09-24,2.8,Live Phone/Text-to-Web,Arizona,47,-1.1,9,2024-09-20,359
Kamala Harris,Beacon/Shaw,1021,2024-09-24,2.8,Live Phone/Text-to-Web,Arizona,48,-1.1,9,2024-09-20,490
Kamala Harris,Beacon/Shaw,764,2024-09-24,2.8,Live Phone/Text-to-Web,Arizona,48,-1.1,9,2024-09-20,367
Kamala Harris,Beacon/Shaw,1006,2024-09-24,2.8,Live Phone/Text-to-Web,Georgia,49,-1.1,9,2024-09-20,493
Kamala Harris,Beacon/Shaw,707,2024-09-24,2.8,Live Phone/Text-to-Web,Georgia,50,-1.1,9,2024-09-20,354
Kamala Harris,Beacon/Shaw,1006,2024-09-24,2.8,Live Phone/Text-to-Web,Georgia,51,-1.1,9,2024-09-20,513
Kamala Harris,Beacon/Shaw,707,2024-09-24,2.8,Live Phone/Text-to-Web,Georgia,51,-1.1,9,2024-09-20,361
Kamala Harris,Beacon/Shaw,787,2024-09-24,2.8,Live Phone/Text-to-Web,North Carolina,47,-1.1,9,2024-09-20,370
Kamala Harris,Beacon/Shaw,991,2024-09-24,2.8,Live Phone/Text-to-Web,North Carolina,48,-1.1,9,2024-09-20,476
Kamala Harris,Beacon/Shaw,787,2024-09-24,2.8,Live Phone/Text-to-Web,North Carolina,49,-1.1,9,2024-09-20,386
Kamala Harris,Beacon/Shaw,991,2024-09-24,2.8,Live Phone/Text-to-Web,North Carolina,50,-1.1,9,2024-09-20,496
Kamala Harris,Beacon/Shaw,775,2024-09-24,2.8,Live Phone/Text-to-Web,Pennsylvania,47,-1.1,9,2024-09-20,364
Kamala Harris,Beacon/Shaw,1021,2024-09-24,2.8,Live Phone/Text-to-Web,Pennsylvania,48,-1.1,9,2024-09-20,490
Kamala Harris,Beacon/Shaw,775,2024-09-24,2.8,Live Phone/Text-to-Web,Pennsylvania,49,-1.1,9,2024-09-20,380
Kamala Harris,Beacon/Shaw,1021,2024-09-24,2.8,Live Phone/Text-to-Web,Pennsylvania,50,-1.1,9,2024-09-20,510
Kamala Harris,Marist,1416,2024-09-24,2.9,Live Phone/Online Panel/Text-to-Web,Arizona,48,-0.9,9,2024-09-19,680
Kamala Harris,Marist,1264,2024-09-24,2.9,Live Phone/Online Panel/Text-to-Web,Arizona,49,-0.9,9,2024-09-19,619
Kamala Harris,Marist,1507,2024-09-24,2.9,Live Phone/Online Panel/Text-to-Web,North Carolina,49,-0.9,9,2024-09-19,738
Kamala Harris,Marist,1348,2024-09-24,2.9,Live Phone/Online Panel/Text-to-Web,North Carolina,49,-0.9,9,2024-09-19,661
Kamala Harris,Marist,1420,2024-09-24,2.9,Live Phone/Online Panel/Text-to-Web,Georgia,49,-0.9,9,2024-09-19,696
Kamala Harris,Marist,1220,2024-09-24,2.9,Live Phone/Online Panel/Text-to-Web,Georgia,49,-0.9,9,2024-09-19,598
Kamala Harris,Suffolk,500,2024-09-24,2.9,Live Phone,Arizona,42.4,-1,8,2024-09-19,212
Kamala Harris,Fabrizio/Impact,600,2024-09-24,1.7,Live Phone/Text-to-Web,Pennsylvania,49,-0.3,2,2024-09-17,294
Kamala Harris,Fabrizio/Impact,600,2024-09-24,1.7,Live Phone/Text-to-Web,Pennsylvania,50,-0.3,2,2024-09-17,300
Kamala Harris,SurveyUSA,558,2024-09-23,2.8,IVR/Online Panel/Text-to-Web,Nebraska,40,-1.3,8,2024-09-20,223
Kamala Harris,University of Maryland/Washington Post,1012,2024-09-23,2.5,Live Phone/Text-to-Web,Maryland,63,-0.3,8,2024-09-19,638
Kamala Harris,University of Maryland/Washington Post,1012,2024-09-23,2.5,Live Phone/Text-to-Web,Maryland,64,-0.3,8,2024-09-19,648
Kamala Harris,University of Maryland/Washington Post,1012,2024-09-23,2.5,Live Phone/Text-to-Web,Maryland,61,-0.3,8,2024-09-19,617
Kamala Harris,University of Maryland/Washington Post,1012,2024-09-23,2.5,Live Phone/Text-to-Web,Maryland,62,-0.3,8,2024-09-19,627
Kamala Harris,RMG Research,788,2024-09-23,2.3,Online Panel,Wisconsin,50,-0.4,5,2024-09-17,394
Kamala Harris,Siena/NYT,713,2024-09-21,3,Live Phone,Arizona,45,-1.5,9,2024-09-17,321
Kamala Harris,Siena/NYT,713,2024-09-21,3,Live Phone,Arizona,45,-1.5,9,2024-09-17,321
Kamala Harris,Siena/NYT,713,2024-09-21,3,Live Phone,Arizona,42,-1.5,9,2024-09-17,299
Kamala Harris,Siena/NYT,713,2024-09-21,3,Live Phone,Arizona,43,-1.5,9,2024-09-17,307
Kamala Harris,Siena/NYT,682,2024-09-21,3,Live Phone,Georgia,44,-1.5,9,2024-09-17,300
Kamala Harris,Siena/NYT,682,2024-09-21,3,Live Phone,Georgia,45,-1.5,9,2024-09-17,307
Kamala Harris,Siena/NYT,682,2024-09-21,3,Live Phone,Georgia,43,-1.5,9,2024-09-17,293
Kamala Harris,Siena/NYT,682,2024-09-21,3,Live Phone,Georgia,44,-1.5,9,2024-09-17,300
Kamala Harris,Siena/NYT,682,2024-09-21,3,Live Phone,North Carolina,47,-1.5,9,2024-09-17,321
Kamala Harris,Siena/NYT,682,2024-09-21,3,Live Phone,North Carolina,47,-1.5,9,2024-09-17,321
Kamala Harris,Siena/NYT,682,2024-09-21,3,Live Phone,North Carolina,46,-1.5,9,2024-09-17,314
Kamala Harris,Siena/NYT,682,2024-09-21,3,Live Phone,North Carolina,45,-1.5,9,2024-09-17,307
Kamala Harris,RMG Research,781,2024-09-20,2.3,Online Panel,Ohio,43,-0.4,5,2024-09-18,336
Kamala Harris,Meredith College,802,2024-09-20,1.6,Online Panel,North Carolina,48,0.3,8,2024-09-18,385
Kamala Harris,Embold Research,876,2024-09-20,1.4,Text-to-Web/Online Ad,Rhode Island,52,0.6,6,2024-09-16,456
Kamala Harris,Redfield & Wilton Strategies,789,2024-09-19,1.8,Online Panel,Arizona,47,0.4,9,2024-09-16,371
Kamala Harris,Redfield & Wilton Strategies,1602,2024-09-19,1.8,Online Panel,Florida,45,0.4,9,2024-09-16,721
Kamala Harris,Redfield & Wilton Strategies,993,2024-09-19,1.8,Online Panel,Michigan,46,0.4,9,2024-09-16,457
Kamala Harris,Redfield & Wilton Strategies,703,2024-09-19,1.8,Online Panel,Minnesota,50,0.4,9,2024-09-16,352
Kamala Harris,Redfield & Wilton Strategies,652,2024-09-19,1.8,Online Panel,Nevada,45,0.4,9,2024-09-16,293
Kamala Harris,Redfield & Wilton Strategies,1086,2024-09-19,1.8,Online Panel,Pennsylvania,47,0.4,9,2024-09-16,510
Kamala Harris,Redfield & Wilton Strategies,600,2024-09-19,1.8,Online Panel,Wisconsin,47,0.4,9,2024-09-16,282
Kamala Harris,Redfield & Wilton Strategies,1043,2024-09-19,1.8,Online Panel,Georgia,46,0.4,9,2024-09-16,480
Kamala Harris,Redfield & Wilton Strategies,868,2024-09-19,1.8,Online Panel,North Carolina,47,0.4,9,2024-09-16,408
Kamala Harris,Muhlenberg,450,2024-09-19,2.8,Live Phone,Pennsylvania,48,-1,8,2024-09-16,216
Kamala Harris,Tarrance,600,2024-09-19,1.6,Live Phone,Nevada,47,-0.4,1,2024-09-16,282
Kamala Harris,RMG Research,491,2024-09-19,2.3,Online Panel,Montana,38,-0.4,5,2024-09-12,187
Kamala Harris,University of Massachusetts Lowell/YouGov,650,2024-09-19,2.9,Online Panel,Michigan,48,-1,9,2024-09-11,312
Kamala Harris,University of Massachusetts Lowell/YouGov,800,2024-09-19,2.9,Online Panel,Pennsylvania,48,-1,9,2024-09-11,384
Kamala Harris,Victory Insights,600,2024-09-18,1.3,IVR/Text-to-Web,North Carolina,44.9,0.1,1,2024-09-16,269
Kamala Harris,TIPP,1046,2024-09-18,1.8,Online Panel,Georgia,47.5,-0.4,3,2024-09-16,497
Kamala Harris,TIPP,835,2024-09-18,1.8,Online Panel,Georgia,47.6,-0.4,3,2024-09-16,397
Kamala Harris,TIPP,1046,2024-09-18,1.8,Online Panel,Georgia,46.4,-0.4,3,2024-09-16,485
Kamala Harris,TIPP,835,2024-09-18,1.8,Online Panel,Georgia,47.8,-0.4,3,2024-09-16,399
Kamala Harris,Mason-Dixon,800,2024-09-18,2.6,Live Phone,Minnesota,48,-1.1,6,2024-09-16,384
Kamala Harris,Suffolk,500,2024-09-18,2.9,Live Phone,Michigan,47.6,-1,8,2024-09-16,238
Kamala Harris,Emerson,868,2024-09-18,2.9,IVR/Online Panel/Text-to-Web,Arizona,48.7,-1.1,7,2024-09-15,423
Kamala Harris,Emerson,975,2024-09-18,2.9,IVR/Online Panel/Text-to-Web,Georgia,48.2,-1.1,7,2024-09-15,470
Kamala Harris,Emerson,875,2024-09-18,2.9,IVR/Online Panel/Text-to-Web,Michigan,50,-1.1,7,2024-09-15,438
Kamala Harris,Emerson,895,2024-09-18,2.9,IVR/Online Panel/Text-to-Web,Nevada,48.8,-1.1,7,2024-09-15,437
Kamala Harris,Emerson,880,2024-09-18,2.9,IVR/Online Panel/Text-to-Web,Pennsylvania,49.6,-1.1,7,2024-09-15,436
Kamala Harris,Emerson,1000,2024-09-18,2.9,IVR/Online Panel/Text-to-Web,North Carolina,49.7,-1.1,7,2024-09-15,497
Kamala Harris,Emerson,1000,2024-09-18,2.9,IVR/Online Panel/Text-to-Web,Wisconsin,48.7,-1.1,7,2024-09-15,487
Kamala Harris,MassINC Polling Group,800,2024-09-18,2.8,Live Phone/Text-to-Web,Pennsylvania,50,-0.8,7,2024-09-12,400
Kamala Harris,MassINC Polling Group,800,2024-09-18,2.8,Live Phone/Text-to-Web,Pennsylvania,52,-0.8,7,2024-09-12,416
Kamala Harris,MassINC Polling Group,800,2024-09-18,2.8,Live Phone/Text-to-Web,Massachusetts,60,-0.8,7,2024-09-12,480
Kamala Harris,MassINC Polling Group,800,2024-09-18,2.8,Live Phone/Text-to-Web,Massachusetts,63,-0.8,7,2024-09-12,504
Kamala Harris,SurveyUSA,619,2024-09-18,2.8,Online Panel,New Mexico,50,-1.3,8,2024-09-12,310
Kamala Harris,MassINC Polling Group,800,2024-09-18,2.8,Live Phone/Text-to-Web,Wisconsin,51,-0.8,7,2024-09-12,408
Kamala Harris,MassINC Polling Group,800,2024-09-18,2.8,Live Phone/Text-to-Web,Wisconsin,53,-0.8,7,2024-09-12,424
Kamala Harris,MassINC Polling Group,800,2024-09-18,2.8,Live Phone/Text-to-Web,Connecticut,53,-0.8,7,2024-09-12,424
Kamala Harris,MassINC Polling Group,800,2024-09-18,2.8,Live Phone/Text-to-Web,Rhode Island,53,-0.8,7,2024-09-12,424
Kamala Harris,MassINC Polling Group,800,2024-09-18,2.8,Live Phone/Text-to-Web,Rhode Island,56,-0.8,7,2024-09-12,448
Kamala Harris,Morning Consult,862,2024-09-18,1.9,Online Panel,Arizona,48.37,-0.3,3,2024-09-09,417
Kamala Harris,Morning Consult,2948,2024-09-18,1.9,Online Panel,Florida,46.8,-0.3,3,2024-09-09,1380
Kamala Harris,Morning Consult,578,2024-09-18,1.9,Online Panel,Maryland,61.41,-0.3,3,2024-09-09,355
Kamala Harris,Morning Consult,1297,2024-09-18,1.9,Online Panel,Michigan,51.97,-0.3,3,2024-09-09,674
Kamala Harris,Morning Consult,474,2024-09-18,1.9,Online Panel,Nevada,50.87,-0.3,3,2024-09-09,241
Kamala Harris,Morning Consult,1488,2024-09-18,1.9,Online Panel,Ohio,43.02,-0.3,3,2024-09-09,640
Kamala Harris,Morning Consult,1756,2024-09-18,1.9,Online Panel,Pennsylvania,48.74,-0.3,3,2024-09-09,856
Kamala Harris,Morning Consult,2716,2024-09-18,1.9,Online Panel,Texas,45.77,-0.3,3,2024-09-09,1243
Kamala Harris,Morning Consult,600,2024-09-18,1.9,Online Panel,Wisconsin,50.22,-0.3,3,2024-09-09,301
Kamala Harris,Morning Consult,1314,2024-09-18,1.9,Online Panel,North Carolina,49.33,-0.3,3,2024-09-09,648
Kamala Harris,Morning Consult,512,2024-09-18,1.9,Online Panel,Colorado,52.5,-0.3,3,2024-09-09,269
Kamala Harris,Morning Consult,1347,2024-09-18,1.9,Online Panel,Georgia,47.68,-0.3,3,2024-09-09,642
Kamala Harris,Morning Consult,517,2024-09-18,1.9,Online Panel,Minnesota,49.56,-0.3,3,2024-09-09,256
Kamala Harris,Morning Consult,899,2024-09-18,1.9,Online Panel,Virginia,50.76,-0.3,3,2024-09-09,456
Kamala Harris,PPP,543,2024-09-17,1.4,IVR/Text,Maryland,64,0,4,2024-09-16,348
Kamala Harris,Marist,1663,2024-09-17,2.9,Live Phone/Online Panel/Text-to-Web,Pennsylvania,49,-0.9,7,2024-09-12,815
Kamala Harris,Marist,1476,2024-09-17,2.9,Live Phone/Online Panel/Text-to-Web,Pennsylvania,49,-0.9,7,2024-09-12,723
Kamala Harris,Marist,1312,2024-09-17,2.9,Live Phone/Online Panel/Text-to-Web,Wisconsin,50,-0.9,7,2024-09-12,656
Kamala Harris,Marist,1194,2024-09-17,2.9,Live Phone/Online Panel/Text-to-Web,Wisconsin,50,-0.9,7,2024-09-12,597
Kamala Harris,Marist,1282,2024-09-17,2.9,Live Phone/Online Panel/Text-to-Web,Michigan,50,-0.9,7,2024-09-12,641
Kamala Harris,Marist,1138,2024-09-17,2.9,Live Phone/Online Panel/Text-to-Web,Michigan,52,-0.9,7,2024-09-12,592
Kamala Harris,Cygnal,600,2024-09-16,2.1,Live Phone/Text-to-Web,North Carolina,45.3,-1.1,4,2024-09-15,272
Kamala Harris,Quinnipiac,1331,2024-09-16,2.8,Live Phone,Pennsylvania,51,-0.5,9,2024-09-12,679
Kamala Harris,Quinnipiac,1331,2024-09-16,2.8,Live Phone,Pennsylvania,51,-0.5,9,2024-09-12,679
Kamala Harris,Quinnipiac,905,2024-09-16,2.8,Live Phone,Michigan,50,-0.5,9,2024-09-12,452
Kamala Harris,Quinnipiac,905,2024-09-16,2.8,Live Phone,Michigan,51,-0.5,9,2024-09-12,462
Kamala Harris,Quinnipiac,1075,2024-09-16,2.8,Live Phone,Wisconsin,48,-0.5,9,2024-09-12,516
Kamala Harris,Quinnipiac,1075,2024-09-16,2.8,Live Phone,Wisconsin,49,-0.5,9,2024-09-12,527
Kamala Harris,U. New Hampshire,683,2024-09-16,2.6,Probability Panel,Rhode Island,58,-0.3,10,2024-09-12,396
Kamala Harris,U. New Hampshire,564,2024-09-16,2.6,Probability Panel,Massachusetts,62,-0.3,10,2024-09-12,350
Kamala Harris,U. New Hampshire,1695,2024-09-16,2.6,Probability Panel,New Hampshire,54,-0.3,10,2024-09-12,915
Kamala Harris,The Washington Post,1003,2024-09-16,3,Live Phone/Text-to-Web,Pennsylvania,48,-1.2,9,2024-09-12,481
Kamala Harris,The Washington Post,1003,2024-09-16,3,Live Phone/Text-to-Web,Pennsylvania,48,-1.2,9,2024-09-12,481
Kamala Harris,Siena,1003,2024-09-16,2.7,Live Phone/Text-to-Web,New York,52,-0.8,7,2024-09-11,522
Kamala Harris,Siena,1003,2024-09-16,2.7,Live Phone/Text-to-Web,New York,55,-0.8,7,2024-09-11,552
Kamala Harris,Siena/NYT,1082,2024-09-16,3,Live Phone,Pennsylvania,50,-1.5,9,2024-09-11,541
Kamala Harris,Siena/NYT,1082,2024-09-16,3,Live Phone,Pennsylvania,50,-1.5,9,2024-09-11,541
Kamala Harris,Siena/NYT,1082,2024-09-16,3,Live Phone,Pennsylvania,48,-1.5,9,2024-09-11,519
Kamala Harris,Siena/NYT,1082,2024-09-16,3,Live Phone,Pennsylvania,49,-1.5,9,2024-09-11,530
Kamala Harris,Noble Predictive Insights,692,2024-09-16,2.4,Online Panel/Text-to-Web,Nevada,48,-0.4,6,2024-09-09,332
Kamala Harris,Noble Predictive Insights,812,2024-09-16,2.4,Online Panel/Text-to-Web,Nevada,48,-0.4,6,2024-09-09,390
Kamala Harris,Noble Predictive Insights,692,2024-09-16,2.4,Online Panel/Text-to-Web,Nevada,47,-0.4,6,2024-09-09,325
Kamala Harris,Noble Predictive Insights,812,2024-09-16,2.4,Online Panel/Text-to-Web,Nevada,46,-0.4,6,2024-09-09,374
Kamala Harris,InsiderAdvantage,800,2024-09-15,2,Text,Pennsylvania,48.4,-0.3,5,2024-09-14,387
Kamala Harris,U. Georgia SPIA,1000,2024-09-15,2.2,Live Phone,Georgia,44.4,-0.2,7,2024-09-09,444
Kamala Harris,Pan Atlantic Research,812,2024-09-15,2.1,Online Panel,Maine,50,-0.1,7,2024-09-05,406
Kamala Harris,Pan Atlantic Research,414,2024-09-15,2.1,Online Panel,Maine,58,-0.1,7,2024-09-05,240
Kamala Harris,Pan Atlantic Research,398,2024-09-15,2.1,Online Panel,Maine,42,-0.1,7,2024-09-05,167
